"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max","Identifier?","Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?"
"youthreport2_leaqa_set7_leaqa50","youth_report_2",,"dropdown","A member of my family developed severe emotional problems during this past year.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaqa_set7_leaqa51","youth_report_2",,"dropdown","I had trouble with drugs or alcohol during this past year.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaqa_set7_leaqa52","youth_report_2",,"dropdown","A brother or sister had trouble with drugs or alcohol during this past year.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaqa_set7_leaqa53","youth_report_2",,"dropdown","During this past year a parent had trouble with alcohol or drugs.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaqa_set7_leaqa55","youth_report_2",,"dropdown","During this past year, I got in trouble with the law.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaqa_set8_leaqa56","youth_report_2",,"dropdown","I went to jail during this past year.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaqa_set8_leaqa57","youth_report_2",,"dropdown","A brother or sister was arrested or went to jail during this past year.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaqa_set8_leaqa58","youth_report_2",,"dropdown","A parent was arrested or went to jail during this past year.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaqa_set8_leaqa60","youth_report_2",,"dropdown","I got married during this past year.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaqa_set8_leaqa61","youth_report_2",,"dropdown","I broke up with a girlfriend or boyfriend during this past year.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set1_leaq1","youth_report_2",,"dropdown","I have a new brother or sister who was born during the past year.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set1_leaq3","youth_report_2",,"dropdown","My brother or sister became seriously ill or was injured during this past year.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set1_leaq4","youth_report_2",,"dropdown","During this past year, one of my parents became seriously ill or was injured.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set1_leaq5","youth_report_2",,"dropdown","During this past year, someone else close to me (child, husband/wife, steady companion, etc.) became seriously ill or was injured.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set1_leaq6","youth_report_2",,"dropdown","I was a victim of violence (mugging, sexual assault, robbery) during this past year.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set1_leaq7","youth_report_2",,"dropdown","A member of my family was a victim of violence (mugging, sexual assault, robbery) during this past year.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set1_leaq8","youth_report_2",,"dropdown","During the past year, one of my parents died.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set2_leaq9","youth_report_2",,"dropdown","A brother or sister died during this past year.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set2_leaq10","youth_report_2",,"dropdown","A grandparent died during this past year.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set2_leaq11","youth_report_2",,"dropdown","Someone else close to me (child, husband/wife, friend, etc.) died during this past year.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set2_leaq12","youth_report_2",,"dropdown","Another adult has come to live with my family during this past year.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set2_leaq13","youth_report_2",,"dropdown","During this past year, I ran away from home.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set2_leaq14","youth_report_2",,"dropdown","A member of my family ran away from home during this past year.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set2_leaq15","youth_report_2",,"dropdown","My parents separated during this past year.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set3_leaq16","youth_report_2",,"dropdown","My parents divorced during this past year.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set3_leaq17","youth_report_2",,"dropdown","One of my parents remarried during this past year.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set3_leaq18","youth_report_2",,"dropdown","I was separated or divorced from my husband/wife during this past year.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set3_leaq19","youth_report_2",,"dropdown","I had at least one outstanding personal achievement this past year.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set3_leaq20","youth_report_2",,"dropdown","During this past year, I lost contact with one of my own children (lost custody, gave up parental rights, etc.)","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set3_leaq21","youth_report_2",,"dropdown","I was voted or appointed to a leadership position during this past year (for example, class office, team captain, etc.)","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set3_leaq22","youth_report_2",,"dropdown","I received a special award (ribbon, trophy, plaque, certificate, etc.) for something done at school during this past year.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set4_leaq23","youth_report_2",,"dropdown","I received a special award for some activity outside of school during this past year (ribbon, trophy, plaque certificate, etc.)","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set4_leaq24","youth_report_2",,"dropdown","I received special recognition for athletic competition during this past year.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set4_leaq25","youth_report_2",,"dropdown","I did not get into a group or activity that I wanted to get into (music group, sports team, theater, etc.) during this past year.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set4_leaq26","youth_report_2",,"dropdown","I failed a grade or was 'held back' during this past year.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set4_leaq27","youth_report_2",,"dropdown","During this past year, I did much worse than I expected in an important exam or course.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set4_leaq28","youth_report_2",,"dropdown","I was threatened with suspension or was suspended from school at least once during this past year.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set4_leaq31","youth_report_2",,"dropdown","An unmarried family member became pregnant during this past year.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set5_leaq33","youth_report_2",,"dropdown","During this past year, one of my parents had problems at work (demotion, trouble with boss or co-workers, etc.)","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set5_leaq34","youth_report_2",,"dropdown","One parent lost his or her job during this past year.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set5_leaq35","youth_report_2",,"dropdown","I had problems at work during this past year.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set5_leaq36","youth_report_2",,"dropdown","My financial situation was difficult during this past year.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set5_leaq37","youth_report_2",,"dropdown","The family had funds cut off by some government agency during this past year (for example: welfare, food stamps, AFDC, disability, etc.)","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set5_leaq39","youth_report_2",,"dropdown","During this past year I had many arguments with brother(s) and / or sister(s).","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set5_leaq40","youth_report_2",,"dropdown","I had many arguments with my parent(s) during this past year.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set6_leaq41","youth_report_2",,"dropdown","During this past year, I had many arguments with my husband/wife, or steady companion.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set6_leaq43","youth_report_2",,"dropdown","There were many arguments between adults (parents, relative, etc.) living in my house during this past year.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set6_leaq44","youth_report_2",,"dropdown","There were many arguments between a parent and a former or separated spouse during this past year.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set6_leaq45","youth_report_2",,"dropdown","I was not accepted by other people my age during this past year.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set6_leaq46","youth_report_2",,"dropdown","During this past year, I had suicidal thoughts.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set6_leaq47","youth_report_2",,"dropdown","During this past year, I attempted suicide.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set6_leaq48","youth_report_2",,"dropdown","During this past year, a member of my family attempted suicide.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set7_leaq49","youth_report_2",,"dropdown","I developed serious emotional problems during this past year.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set7_leaq50","youth_report_2",,"dropdown","A member of my family developed severe emotional problems during this past year.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set7_leaq51","youth_report_2",,"dropdown","I had trouble with drugs or alcohol during this past year.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set7_leaq52","youth_report_2",,"dropdown","A brother or sister had trouble with drugs or alcohol during this past year.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set7_leaq53","youth_report_2",,"dropdown","During this past year a parent had trouble with alcohol or drugs.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set7_leaq54","youth_report_2",,"dropdown","During this past year my spouse (husband/wife) or steady companion had trouble with alcohol or drugs.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set7_leaq55","youth_report_2",,"dropdown","During this past year, I got in trouble with the law.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set8_leaq56","youth_report_2",,"dropdown","I went to jail during this past year.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set8_leaq57","youth_report_2",,"dropdown","A brother or sister was arrested or went to jail during this past year.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set8_leaq58","youth_report_2",,"dropdown","A parent was arrested or went to jail during this past year.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set8_leaq59","youth_report_2",,"dropdown","My spouse (husband/wife) or steady companion was arrested or went to jail during this past year.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set8_leaq60","youth_report_2",,"dropdown","I got married during this past year","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_leaq_set8_leaq61","youth_report_2",,"dropdown","I broke off an engagement or important relationship with a steady companion during this past year.","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_hssweek1","youth_report_2",,"dropdown","Have you had an alcoholic drink in the PAST WEEK?","1, Yes | 0, No",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_hssweek_sec1_hssweek2","youth_report_2","Please complete the following questions about the past WEEK using the following scale.

	
		Never = 0% of the time
	
		Rarely = about 25% of the time
	
		About half of the time = 50% of the time
	
		Most of the time = 75% of the time
	
		Every time = 100% of the time

Within the PAST WEEK when I drank alcohol, I....","dropdown","experienced a headache the next morning.","1, Never | 2, Rarely | 3, About half the time | 4, Most of the time | 5, Every time",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_hssweek_sec1_hssweek3","youth_report_2",,"dropdown","felt more tired than I usually feel the next morning.","1, Never | 2, Rarely | 3, About half the time | 4, Most of the time | 5, Every time",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_hssweek_sec1_hssweek4","youth_report_2",,"dropdown","had a lot of trouble sleeping afterward.","1, Never | 2, Rarely | 3, About half the time | 4, Most of the time | 5, Every time",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_hssweek_sec1_hssweek5","youth_report_2",,"dropdown","felt very nauseous the next morning.","1, Never | 2, Rarely | 3, About half the time | 4, Most of the time | 5, Every time",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_hssweek_sec1_hssweek6","youth_report_2",,"dropdown","felt extremely thirsty and dehydrated the next morning.","1, Never | 2, Rarely | 3, About half the time | 4, Most of the time | 5, Every time",,,,,,"[youthreport2_missing] != '1'",,,,,
"youthreport2_hssweek_sec1_hssweek7","youth_report_2",,"dropdown","vomited either during the night or the next morning.","1, Never | 2, Rarely | 3, About half the time | 4, Most of the time | 5, Every time",,,,,,"[youthreport2_missing] != '1'",,,,,
