survey_var,evioni_var,description,test,values,notes
PVOC.RES_42,PVOC.RES_42,Response for Item 42,Penn Vocabulary Test,,
PVOC.RES_43,PVOC.RES_43,Response for Item 43,Penn Vocabulary Test,,
PVOC.RES_44,PVOC.RES_44,Response for Item 44,Penn Vocabulary Test,,
PVOC.RES_45,PVOC.RES_45,Response for Item 45,Penn Vocabulary Test,,
PVOC.RES_46,PVOC.RES_46,Response for Item 46,Penn Vocabulary Test,,
PVOC.RES_47,PVOC.RES_47,Response for Item 47,Penn Vocabulary Test,,
PVOC.RES_48,PVOC.RES_48,Response for Item 48,Penn Vocabulary Test,,
PVOC.RES_49,PVOC.RES_49,Response for Item 49,Penn Vocabulary Test,,
PVOC.RES_50,PVOC.RES_50,Response for Item 50,Penn Vocabulary Test,,
SPVRT_A.ScorVers,SPVRT,Current Programming Version of the Scoring Code,Penn Logical Reasoning Test - Short Version,,
SPVRT_A.status,PVRT.status,Status Code Assigned to SPVRT,Penn Logical Reasoning Test - Short Version,C; C1; C2; C3; I; I1; I2; I3; T;,C = Complete; C1 = Complete Good Quality Data; C2 = Complete Questionable Data; C3 = Complete Bad Data; I = Incomplete; I1 = Incomplete Good Quality Data; I2 = Incomplete Questionable Data; I3 = Complete Bad Data; 
SPVRT_A.valid_code,PVRT.valid_code,Automated Validaton Code Assigned,Penn Logical Reasoning Test - Short Version,VC; V; F; 0; S; N; C; X; ,"VC = Computer Validated; V = Valid; F = Valid, problem occurred which affected performance, for a limited number of responses/mild to moderate effect; 0 = No autovalidation rule available;  S=Skipped; N=Not Valid; C = Assessor Comment; X = Excluded"
SPVRT_A.PVRT_FORM,,Form of the PVRT,Penn Logical Reasoning Test - Short Version,,
SPVRT_A.PVRTCR,PVRT.PVRTCR,Correct Responses for SPVRT,Penn Logical Reasoning Test - Short Version,,
SPVRT_A.PVRT_PC,PVRT.PVRT_PC,Percent Correct for SPVRT,Penn Logical Reasoning Test - Short Version,,
SPVRT_A.PVRTRTTO,PVRT.PVRTRTTO,All Responses Median Response Time (ms) for SPVRT,Penn Logical Reasoning Test - Short Version,,
SPVRT_A.PVRTRTCR,PVRT.PVRTRTCR,SPVRT Median Response Time for Correct Responses (ms),Penn Logical Reasoning Test - Short Version,,
SPVRT_A.PVRTRTER,PVRT.PVRTRTER,SPVRT Median Response Time for Incorrect Responses (ms),Penn Logical Reasoning Test - Short Version,,
SPVRT_A.PVRT_EFF,PVRT.PVRT_EFF,PVRT Efficiency = PVRT_PC/log(PVRTRTCR),Penn Logical Reasoning Test - Short Version,,
SVOLT_A.ScorVers,SVOLT,Current Programming Version of the Scoring Code,Visual Object Learning Test - Short Version,,
SVOLT_A.status,SHORTVOLT.status,Status Code Assigned to SVOLT,Visual Object Learning Test - Short Version,C; C1; C2; C3; I; I1; I2; I3; T;,C = Complete; C1 = Complete Good Quality Data; C2 = Complete Questionable Data; C3 = Complete Bad Data; I = Incomplete; I1 = Incomplete Good Quality Data; I2 = Incomplete Questionable Data; I3 = Complete Bad Data; 
SVOLT_A.valid_code,SHORTVOLT.valid_code,Automated Validaton Code Assigned,Visual Object Learning Test - Short Version,VC; V; F; 0; S; N; C; X; ,"VC = Computer Validated; V = Valid; F = Valid, problem occurred which affected performance, for a limited number of responses/mild to moderate effect; 0 = No autovalidation rule available;  S=Skipped; N=Not Valid; C = Assessor Comment; X = Excluded"
SVOLT_A.SVOLT_CR,SHORTVOLT.SVT,SVOLT Total Correct,Visual Object Learning Test - Short Version,,
SVOLT_A.SVOLT_RT,SHORTVOLT.SVTRT,Median Response Time for Short VOLT All Responses (ms),Visual Object Learning Test - Short Version,,
SVOLT_A.SVOLT_RTCR,SHORTVOLT.SVTCRT,Median Response Time for SVOLT Correct Responses (ms),Visual Object Learning Test - Short Version,,
SVOLT_A.SVOLT_W_RTCR,,Weighted Median Response Time for Correct Responses (ms),Visual Object Learning Test - Short Version,,
SVOLT_A.SVOLT_RTER,SHORTVOLT.SVTIRT,Median Response Time for SVOLT Incorrect Responses (ms),Visual Object Learning Test - Short Version,,
SVOLT_A.SVOLT_W_RTER,,Weighted Median Response Time for Incorrect Responses (ms),Visual Object Learning Test - Short Version,,
SVOLT_A.SVOLT_TP,SHORTVOLT.SVTTP,SVOLT True Positive Responses,Visual Object Learning Test - Short Version,,
SVOLT_A.SVOLT_TN,SHORTVOLT.SVTTN,SVOLT True Negative Responses,Visual Object Learning Test - Short Version,,
SVOLT_A.SVOLT_FP,SHORTVOLT.SVTFP,SVOLT False Positive Responses,Visual Object Learning Test - Short Version,,
SVOLT_A.SVOLT_FN,SHORTVOLT.SVTFN,SVOLT False Negative Responses,Visual Object Learning Test - Short Version,,
SVOLT_A.SVOLT_TPRT,SHORTVOLT.SVTTPRT,SVOLT True Positive Median Response Time (ms),Visual Object Learning Test - Short Version,,
SVOLT_A.SVOLT_TNRT,SHORTVOLT.SVTTNRT,SVOLT True Negative Median Response Time (ms),Visual Object Learning Test - Short Version,,
SVOLT_A.SVOLT_FPRT,SHORTVOLT.SVTFPRT,SVOLT False Positive Median Response Time (ms),Visual Object Learning Test - Short Version,,
SVOLT_A.SVOLT_FNRT,SHORTVOLT.SVTFNRT,SVOLT False Negative Median Response Time (ms),Visual Object Learning Test - Short Version,,
SVOLT_A.SVOLT_ER,,Total Incorrect Responses,Visual Object Learning Test - Short Version,,
SVOLT_A.SVOLT_DY,,Total Definitely Yes Responses,Visual Object Learning Test - Short Version,,
SVOLT_A.SVOLT_DN,,Total Definitely No Responses,Visual Object Learning Test - Short Version,,
SVOLT_A.SVOLT_PY,,Total Probably Yes Responses,Visual Object Learning Test - Short Version,,
SVOLT_A.SVOLT_PN,,Total Probably No Responses,Visual Object Learning Test - Short Version,,
SVOLT_A.SVOLT_DTP,,Total Definitely True Positive Responses,Visual Object Learning Test - Short Version,,
SVOLT_A.SVOLT_PTP,,Total Probably True Positive Responses,Visual Object Learning Test - Short Version,,
SVOLT_A.SVOLT_DTN,,Total Definitely True Negative Responses,Visual Object Learning Test - Short Version,,
SVOLT_A.SVOLT_PTN,,Total Probably True Negative Responses,Visual Object Learning Test - Short Version,,
SVOLT_A.SVOLT_DFP,,Total Definitely False Positive Responses,Visual Object Learning Test - Short Version,,
SVOLT_A.SVOLT_PFP,,Total Probably False Positive Responses,Visual Object Learning Test - Short Version,,
SVOLT_A.SVOLT_DFN,,Total Definitely False Negative Responses,Visual Object Learning Test - Short Version,,
SVOLT_A.SVOLT_PFN,,Total Probably False Negative Responses,Visual Object Learning Test - Short Version,,
SVOLT_A.SVOLT_EFF,SHORTVOLT.SVT_EFF,Short VOLT Efficiency ,Visual Object Learning Test - Short Version,,
SPCPTNL.ScorVers,SPCPTNL,Current Programming Version of the Scoring Code,Short Penn Continuous Performance Task  - Number Letter Version,,
SPCPTNL.status,SPCPTNL.status,Status Code Assigned to SPCPTNL,Short Penn Continuous Performance Task  - Number Letter Version,C; C1; C2; C3; I; I1; I2; I3; T;,C = Complete; C1 = Complete Good Quality Data; C2 = Complete Questionable Data; C3 = Complete Bad Data; I = Incomplete; I1 = Incomplete Good Quality Data; I2 = Incomplete Questionable Data; I3 = Complete Bad Data; 
SPCPTNL.valid_code,SPCPTNL.valid_code,Automated Validaton Code Assigned,Short Penn Continuous Performance Task  - Number Letter Version,VC; V; F; 0; S; N; C; X; ,"VC = Computer Validated; V = Valid; F = Valid, problem occurred which affected performance, for a limited number of responses/mild to moderate effect; 0 = No autovalidation rule available;  S=Skipped; N=Not Valid; C = Assessor Comment; X = Excluded"
SPCPTNL.SCPN_TP,SPCPTNL.SCPN_TP,NumLet True Positive Responses for Number Trials,Short Penn Continuous Performance Task  - Number Letter Version,,
SPCPTNL.SCPN_FP,SPCPTNL.SCPN_FP,NumLet False Positive Responses for Number Trials,Short Penn Continuous Performance Task  - Number Letter Version,,
SPCPTNL.SCPN_TN,SPCPTNL.SCPN_TN,NumLet True Negative Responses for Number Trials,Short Penn Continuous Performance Task  - Number Letter Version,,
SPCPTNL.SCPN_FN,SPCPTNL.SCPN_FN,NumLet False Negative Responses for Number Trials,Short Penn Continuous Performance Task  - Number Letter Version,,
SPCPTNL.SCPN_TPRT,SPCPTNL.SCPN_TPRT,Median Response Time for NumLet True Positive Responses for Number Trials (ms),Short Penn Continuous Performance Task  - Number Letter Version,,
SPCPTNL.SCPN_FPRT,SPCPTNL.SCPN_FPRT,Median Response Time for NumLet False Positive Responses for Number Trials (ms),Short Penn Continuous Performance Task  - Number Letter Version,,
SPCPTNL.SCPL_TP,SPCPTNL.SCPL_TP,NumLet True Positive Responses for Letter Trials,Short Penn Continuous Performance Task  - Number Letter Version,,
SPCPTNL.SCPL_FP,SPCPTNL.SCPL_FP,NumLet False Positive Responses for Letter Trials,Short Penn Continuous Performance Task  - Number Letter Version,,
SPCPTNL.SCPL_TN,SPCPTNL.SCPL_TN,NumLet True Negative Responses for Letters Trials,Short Penn Continuous Performance Task  - Number Letter Version,,
SPCPTNL.SCPL_FN,SPCPTNL.SCPL_FN,NumLet False Negative Responses for Letters Trials,Short Penn Continuous Performance Task  - Number Letter Version,,
SPCPTNL.SCPL_TPRT,SPCPTNL.SCPL_TPRT,Median Response Time for NumLet True Positive Responses for Letter Trials (ms),Short Penn Continuous Performance Task  - Number Letter Version,,
SPCPTNL.SCPL_FPRT,SPCPTNL.SCPL_FPRT,Median Response Time for NumLet False Positive Responses for Letter Trials (ms),Short Penn Continuous Performance Task  - Number Letter Version,,
SPCPTNL.SCPT_FN,SPCPTNL.SCPT_FN,NumLet CPT False Negatives - Sum of SCPN_FN and SCPL_FN,Short Penn Continuous Performance Task  - Number Letter Version,,
SPCPTNL.SCPT_FP,SPCPTNL.SCPT_FP,NumLet CPT False Positives - Sum of SCPN_FP and SCPL_FP,Short Penn Continuous Performance Task  - Number Letter Version,,
SPCPTNL.SCPT_TP,SPCPTNL.SCPT_TP,NumLet CPT True Positives - Sum of SCPN_TP and SCPL_TP,Short Penn Continuous Performance Task  - Number Letter Version,,
SPCPTNL.SCPT_TN,SPCPTNL.SCPT_TN,NumLet CPT True Negatives - Sum of SCPN_TN and SCPL_TN,Short Penn Continuous Performance Task  - Number Letter Version,,
SPCPTNL.SCPT_TPRT,SPCPTNL.SCPT_TPRT,Median Response Time for NumLet True Positive Responses (ms),Short Penn Continuous Performance Task  - Number Letter Version,,
SPCPTNL.SCPT_FPRT,SPCPTNL.SCPT_FPRT,Median Response Time for NumLet False Positive Responses (ms),Short Penn Continuous Performance Task  - Number Letter Version,,
SPCPTNL.SCPN_RT,,Median Response Time for Number Trials (ms),Short Penn Continuous Performance Task  - Number Letter Version,,
SPCPTNL.SCPL_RT,,Median Response Time for Letter Trials (ms),Short Penn Continuous Performance Task  - Number Letter Version,,
SPCPTNL.SCPT_RT,,Median Response Time for All Trials (ms),Short Penn Continuous Performance Task  - Number Letter Version,,
SPCPTNL.SCPT_SEN,,Sensitivity = SCPT_TP/(SCPT_TP + SCPT_FN),Short Penn Continuous Performance Task  - Number Letter Version,,
SPCPTNL.SCPT_SPEC,,Specificity = SCPT_TN/(SCPT_TN + SCPT_FP),Short Penn Continuous Performance Task  - Number Letter Version,,
SPCPTNL.SCPT_LRNR,SPCPTNL.SCPT_LRNR,NumLet CPT Longest Run of Non-Responses,Short Penn Continuous Performance Task  - Number Letter Version,,
SPCPTNL.SCPT_FRNR,SPCPTNL.SCPT_FRNR,NumLet CPT Final Run of Non-Responses,Short Penn Continuous Performance Task  - Number Letter Version,,
SVOLTD_A.ScorVers,SVOLTD,Current Programming Version of the Scoring Code,Visual Object Learning Test - Delayed Short Version,,
SVOLTD_A.status,SVDELAY.status,Status Code Assigned to SVOLTD,Visual Object Learning Test - Delayed Short Version,C; C1; C2; C3; I; I1; I2; I3; T;,C = Complete; C1 = Complete Good Quality Data; C2 = Complete Questionable Data; C3 = Complete Bad Data; I = Incomplete; I1 = Incomplete Good Quality Data; I2 = Incomplete Questionable Data; I3 = Complete Bad Data; 
SVOLTD_A.valid_code,SVDELAY.valid_code,Automated Validaton Code Assigned,Visual Object Learning Test - Delayed Short Version,VC; V; F; 0; S; N; C; X; ,"VC = Computer Validated; V = Valid; F = Valid, problem occurred which affected performance, for a limited number of responses/mild to moderate effect; 0 = No autovalidation rule available;  S=Skipped; N=Not Valid; C = Assessor Comment; X = Excluded"
SVOLTD_A.SVOLTD_CR,SVDELAY.SVT_LD,SVOLTD Total Correct,Visual Object Learning Test - Delayed Short Version,,
SVOLTD_A.SVOLTD_RTCR,SVDELAY.SVTLDRTC,Median Response Time for SVOLTD Correct Responses (ms),Visual Object Learning Test - Delayed Short Version,,
SVOLTD_A.SVOLTD_RTER,SVDELAY.SVTLDRTER,Median Response Time for SVOLTD Incorrect Responses (ms),Visual Object Learning Test - Delayed Short Version,,
SVOLTD_A.SVOLTD_TP,SVDELAY.SVT_LDTP,SVOLTD True Positive Responses,Visual Object Learning Test - Delayed Short Version,,
SVOLTD_A.SVOLTD_TN,SVDELAY.SVT_LDTN,SVOLTD True Negative Responses,Visual Object Learning Test - Delayed Short Version,,
SVOLTD_A.SVOLTD_FP,SVDELAY.SVT_LDFP,SVOLTD False Positive Responses,Visual Object Learning Test - Delayed Short Version,,
SVOLTD_A.SVOLTD_FN,SVDELAY.SVT_LDFN,SVOLTD False Negative Responses,Visual Object Learning Test - Delayed Short Version,,
SVOLTD_A.SVOLTD_TPRT,SVDELAY.SVT_LDTPRT,SVOLTD True Positive Median Response Time (ms),Visual Object Learning Test - Delayed Short Version,,
SVOLTD_A.SVOLTD_TNRT,SVDELAY.SVT_LDTNRT,SVOLTD True Negative Median Response Time (ms),Visual Object Learning Test - Delayed Short Version,,
SVOLTD_A.SVOLTD_FPRT,SVDELAY.SVT_LDFPRT,SVOLTD False Positive Median Response Time (ms),Visual Object Learning Test - Delayed Short Version,,
SVOLTD_A.SVOLTD_FNRT,SVDELAY.SVT_LDFNRT,SVOLTD False Negative Median Response Time (ms),Visual Object Learning Test - Delayed Short Version,,
SVOLTD_A.SVOLTD_EFF,SVDELAY.SVT_EFFD,Short VOLT Delay Efficiency,Visual Object Learning Test - Delayed Short Version,,
SFNB2.ScorVers,SFNB2,Current Programming Version of the Scoring Code,Short Fractal-N-Back - 2 Back Version,,
SFNB2.status,SFNB2.status,SFNB2 completion status,Short Fractal-N-Back - 2 Back Version,,
SFNB2.valid_code,SFNB2.valid_code,SFNB2 valid code,Short Fractal-N-Back - 2 Back Version,,
SFNB2.SFNB_TP,SFNB2.SFNB_TP,SFNB2 True Positive Responses,Short Fractal-N-Back - 2 Back Version,,
SFNB2.SFNB_FP,SFNB2.SFNB_FP,SFNB2 False Positive Responses,Short Fractal-N-Back - 2 Back Version,,
SFNB2.SFNB_RTC,SFNB2.SFNB_RTC,SFNB2 Median Response Time for All Correct Responses (ms),Short Fractal-N-Back - 2 Back Version,,
SFNB2.SFNB_TP0,SFNB2.SFNB_TP0,SFNB2 True Positive Responses for 0-Back Trials,Short Fractal-N-Back - 2 Back Version,,
SFNB2.SFNB_FP0,SFNB2.SFNB_FP0,SFNB2 False Positive Responses for 0-Back Trials,Short Fractal-N-Back - 2 Back Version,,
SFNB2.SFNB_RTC0,SFNB2.SFNB_RTC0,SFNB2 Median Response Time for Correct 0-Back Trials (ms),Short Fractal-N-Back - 2 Back Version,,
SFNB2.SFNB_TP1,SFNB2.SFNB_TP1,SFNB2 True Positive Responses for 1-Back Trials,Short Fractal-N-Back - 2 Back Version,,
SFNB2.SFNB_FP1,SFNB2.SFNB_FP1,SFNB2 False Positive Responses for 1-Back Trials,Short Fractal-N-Back - 2 Back Version,,
SFNB2.SFNB_RTC1,SFNB2.SFNB_RTC1,SFNB2 Median Response Time for Correct 1-Back Trials (ms),Short Fractal-N-Back - 2 Back Version,,
SFNB2.SFNB_TP2,SFNB2.SFNB_TP2,SFNB2 True Positive Responses for 2-Back Trials,Short Fractal-N-Back - 2 Back Version,,
SFNB2.SFNB_FP2,SFNB2.SFNB_FP2,SFNB2 False Positive Responses for 2-Back Trials,Short Fractal-N-Back - 2 Back Version,,
SFNB2.SFNB_TN0,SFNB2.SFNB_TN0,SFNB2 True Negative Responses for 0-Back Trials,Short Fractal-N-Back - 2 Back Version,,
SFNB2.SFNB_TN1,SFNB2.SFNB_TN1,SFNB2 True Negative Responses for 1-Back Trials,Short Fractal-N-Back - 2 Back Version,,
SFNB2.SFNB_TN2,SFNB2.SFNB_TN2,SFNB2 True Negative Responses for 2-Back Trials,Short Fractal-N-Back - 2 Back Version,,
SFNB2.SFNB_FN1,SFNB2.SFNB_FN1,SFNB2 False Negative Responses for 1-Back Trials,Short Fractal-N-Back - 2 Back Version,,
SFNB2.SFNB_FN2,SFNB2.SFNB_FN2,SFNB2 False Negative Responses for 2-Back Trials,Short Fractal-N-Back - 2 Back Version,,
SFNB2.SFNB_RTC2,SFNB2.SFNB_RTC2,SFNB2 Median Response Time for Correct 2-Back Trials (ms),Short Fractal-N-Back - 2 Back Version,,
SFNB2.SFNB_MCR,SFNB2.SFNB_MCR,SFNB2 True Positive Reponses for 1-Back and 2-Back Trials,Short Fractal-N-Back - 2 Back Version,,
SFNB2.SFNB_MRTC,SFNB2.SFNB_MRTC,SFNB2 Mean of Median RT for True Positive Responses for 1-Back and for 2-Back Trials (ms),Short Fractal-N-Back - 2 Back Version,,
SFNB2.SFNB_MRT,SFNB2.SFNB_MRT,SFNB2 Median Response Time for All Responses (ms),Short Fractal-N-Back - 2 Back Version,,
SFNB2.SFNB_MEFF,SFNB2.SFNB_MEFF,SFNB2 Efficiency = SFNB_MCR/log(SFNB_MRTC),Short Fractal-N-Back - 2 Back Version,,
SFNB2.SFNB_MSEN,,SFNB2 Sensitivity = (SFNB_TP1 + SFNB_TP2)/(SFNB_TP1 + SFNB_TP2 +SFNB_FN1 + SFNB_FN2),Short Fractal-N-Back - 2 Back Version,,
SFNB2.SFNB_MSPEC,,SFNB2 Specificity = (SFNB_TN1 + SFNB_TN2)/(SFNB_TN1 + SFNB_TN2 +SFNB_FP1 + SFNB_FP2),Short Fractal-N-Back - 2 Back Version,,
ER40_D.ScorVers,ER40D,Current Programming Version of the Scoring Code,Emotion Recognition Task- Form D - 40 items ,,
ER40_D.status,ER40D.status,ER40 completion status,Emotion Recognition Task- Form D - 40 items ,,
ER40_D.valid_code,ER40D.valid_code,ER40 valid code,Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_CR,ER40D.ER40_CR,ER40 Correct Responses,Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_RTCR,ER40D.ER40_CRT,ER40 Correct Responses Median Response Time (ms),Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_RT,,Median Response Time for All Trials (ms),Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_FC,ER40D.ER40_FC,ER40 Correct Female Identifications,Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_MC,ER40D.ER40_MC,ER40 Correct Male Identifications,Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_FCRT,ER40D.ER40FCRT,ER40 Correct Female Identifications Median Response Time (ms),Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_MCRT,ER40D.ER40MCRT,ER40 Correct Male Identifications Median Response Time (ms),Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_ANG,ER40D.ER40ANG,ER40 Correct Anger Identifications,Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_FEAR,ER40D.ER40FEAR,ER40 Correct Fear Identifications,Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_HAP,ER40D.ER40HAP,ER40 Correct Happy Identifications,Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_NOE,ER40D.ER40NOE,ER40 Correct No Emotion Identifications,Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_SAD,ER40D.ER40SAD,ER40 Correct Sad Identifications,Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_FACR,ER40D.ER40FACR,ER40 Correct Anger Identifications for Female faces,Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_FFCR,ER40D.ER40FFCR,ER40 Correct Fear Identifications for Female faces,Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_FHCR,ER40D.ER40FHCR,ER40 Correct Happy Identifications for Female faces,Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_FNCR,ER40D.ER40FNCR,ER40 Correct No Emotion Identifications for Female faces,Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_FSCR,ER40D.ER40FSCR,ER40 Correct Sad Identifications for Female faces,Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_MACR,ER40D.ER40MACR,ER40 Correct Anger Identifications for Male faces,Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_MFCR,ER40D.ER40MFCR,ER40 Correct Fear Identifications for Male faces,Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_MHCR,ER40D.ER40MHCR,ER40 Correct Happy Identifications for Male faces,Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_MNCR,ER40D.ER40MNCR,ER40 Correct No Emotion Identifications for Male faces,Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_MSCR,ER40D.ER40MSCR,ER40 Correct Sad Identifications for Male faces,Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_FPA,ER40D.ER40_FPA,ER40 False Positive Anger Responses,Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_FPF,ER40D.ER40_FPF,ER40 False Positive Fear Responses,Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_FPH,ER40D.ER40_FPH,ER40 False Positive Happy Responses,Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_FPN,ER40D.ER40_FPN,ER40 False Positive No Emotion Responses,Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_FPS,ER40D.ER40_FPS,ER40 False Positive Sad Responses,Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_ANGRT,ER40D.ER40ANGRT,Median Response Time for ER40 Correct Anger Identifications (ms),Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_FEARRT,ER40D.ER40FEARRT,Median Response Time for ER40 Correct Fear Identifications (ms),Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_HAPRT,ER40D.ER40HAPRT,Median Response Time for ER40 Correct Happy Identifications (ms),Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_NOERT,ER40D.ER40NOERT,Median Response Time for ER40 Correct No Emotion Identifications (ms),Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_SADRT,ER40D.ER40SADRT,Median Response Time for ER40 Correct Sad Identifications (ms),Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_FART,ER40D.ER40FART,Median Response Time for ER40 Correct Anger Identifications for Female faces (ms),Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_FFRT,ER40D.ER40FFRT,Median Response Time for ER40 Correct Fear Identifications for Female faces(ms),Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_FHRT,ER40D.ER40FHRT,Median Response Time for ER40 Correct Happy Identifications for Female faces(ms),Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_FNRT,ER40D.ER40FNRT,Median Response Time for ER40 Correct No Emotion Identifications for Female faces (ms),Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_FSRT,ER40D.ER40FSRT,Median Response Time for ER40 Correct Sad Identifications for Female faces (ms),Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_MART,ER40D.ER40MART,Median Response Time for ER40 Correct Anger Identifications for Male faces (ms),Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_MFRT,ER40D.ER40MFRT,Median Response Time for ER40 Correct Fear Identifications for Male faces(ms),Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_MHRT,ER40D.ER40MHRT,Median Response Time for ER40 Correct Happy Identifications for Male faces(ms),Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_MNRT,ER40D.ER40MNRT,Median Response Time for ER40 Correct No Emotion Identifications for Male faces (ms),Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_MSRT,ER40D.ER40MSRT,Median Response Time for ER40 Correct Sad Identifications for Male faces (ms),Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_FAERT,ER40D.ER40FAERT,Median Response Time for ER40 Incorrect Anger Identifications for Female faces (ms),Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_FFERT,ER40D.ER40FFERT,Median Response Time for ER40 Incorrect Fear Identifications for Female faces(ms),Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_FHERT,ER40D.ER40FHERT,Median Response Time for ER40 Incorrect Happy Identifications for Female faces(ms),Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_FNERT,ER40D.ER40FNERT,Median Response Time for ER40 Incorrect No Emotion Identifications for Female faces (ms),Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_FSERT,ER40D.ER40FSERT,Median Response Time for ER40 Incorrect Sad Identifications for Female faces (ms),Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_MAERT,ER40D.ER40MAERT,Median Response Time for ER40 Incorrect Anger Identifications for Male faces (ms),Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_MFERT,ER40D.ER40MFERT,Median Response Time for ER40 Incorrect Fear Identifications for Male faces(ms),Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_MHERT,ER40D.ER40MHERT,Median Response Time for ER40 Incorrect Happy Identifications for Male faces(ms),Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_MNERT,ER40D.ER40MNERT,Median Response Time for ER40 Incorrect No Emotion Identifications for Male faces (ms),Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_MSERT,ER40D.ER40MSERT,Median Response Time for ER40 Incorrect Sad Identifications for Male faces (ms),Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_FPART,ER40D.ER40_FPART,Median Response Time for ER40 False Positive Anger Responses (ms),Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_FPFRT,ER40D.ER40_FPFRT,Median Response Time for ER40 False Positive Fear Responses (ms),Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_FPHRT,ER40D.ER40_FPHRT,Median Response Time for ER40 False Positive Happy Responses (ms),Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_FPNRT,ER40D.ER40_FPNRT,Median Response Time for ER40 False Positive No Emotion Responses (ms),Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_FPSRT,ER40D.ER40_FPSRT,Median Response Time for ER40 False Positive Sad Responses (ms),Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_CACR,ER40D.ER40CACR,ER40 Correct Identifications of Caucasian faces,Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_AACR,ER40D.ER40AACR,ER40 Correct Identifications of African American faces,Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_OTHCR,ER40D.ER40OTHCR,ER40 Correct Identifications of Other Race faces,Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_CACRT,ER40D.ER40CACRT,ER40 Median Response Time for Correct Identifications of Caucasian faces (ms),Emotion Recognition Task- Form D - 40 items ,,
ER40_D.ER40D_AACRT,ER40D.ER40AACRT,ER40 Median Response Time for Correct Identifications of African American faces (ms),Emotion Recognition Task- Form D - 40 items ,,
